Dataset Title,API Field Name,Description
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,phone,Phone number; blank if personal address
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,natureofviolation,Nature of violation
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,dateofviolatioin,Violation date
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,courtwithjurisdiction,Court having jurisdiction in the violation
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,dispostitionofoffense,Disposition of the offense
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,dateofconviction,Date of conviction of violation
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,dateofinjunction,Date of the injunction
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,courtissuinginjunction,Court issuing the injunction
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,issubcontractor,"If a subcontractor, then ‘Y’, else ‘N’"
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,officerinbusiness,Officer in business?
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,othernamesoforganization,Other name organization solicits under
Charity Extension Requests,entityid,Entity Id
Charity Extension Requests,fein,Federal Employer Identification Number
Charity Extension Requests,name,"Name of the charitable organization, paid solicitor, or professional fundraising consultant."
Charity Extension Requests,authorizedofficer,Name of person filing document
Charity Extension Requests,form990tcorporation,Whether or not the entity files a form 990t.
Charity Extension Requests,extendedduedate,New due date: three months added to renewal date
Charity Extension Requests,datecreated,Date request was created
Charity Extension Requests,fiscalyearend,Fiscal year-end
Charity Extension Requests,extensionrequestreason,Reason for extension request
Charity Extension Requests,990filingstatus,Does IRS require organization to file an exempt organization return?
Charity Extension Requests,form8868filed,Was form 8868 filed with the IRS?
Weather Station in Pueblo Colorado 2011,date,The date and time the data was recorded ( eg 02/20/2010 10:30)
Weather Station in Pueblo Colorado 2011,globalhorizontal,"Total Hemispheric shortwave irradiance as measured by an Kipp & Zonen Model CMP22 with calibration factor traceable to the World Radiometric Reference (WRR), measured in W/m2"
Weather Station in Pueblo Colorado 2011,directnormal,"Direct (Beam) shortwave irradiance as measured by a Kipp & Zonen Model CH1 mounted in an automatic sun-following tracker (Model 2AP) with calibration factor traceable to the World Radiometric Reference (WRR), measured in W/m2"
Weather Station in Pueblo Colorado 2011,diffusehorizontal,"Diffuse (Sky) shortwave irradiance, measured in W/m2"
Weather Station in Pueblo Colorado 2011,airtemperature,"The air temperature, measured in degrees Celsius"
Weather Station in Pueblo Colorado 2011,stationpressure,"The barometric pressure at the station, measured in mBar"
Weather Station in Pueblo Colorado 2011,avgwindspeed10m,"The average wind speed over that minute, measured at 10 meters in m/s."
Weather Station in Pueblo Colorado 2011,avgwinddirection10m,"The average wind direction over that minute, measured at 10 meters in degrees from north."
Weather Station in Pueblo Colorado 2011,peakwindspeed10m,"The highest value of wind speed over that minute, in m/s"
Weather Station in Pueblo Colorado 2011,zenithangle,"Solar zenith angle (refracted), measured in degrees."
Weather Station in Pueblo Colorado 2011,azimuthangle,"Solar azimuth angle, measured in degrees."
Weather Station in Pueblo Colorado 2011,relhumidity,"The relative humidity, as a percentage (eg 86.3)"
Weather Station in Pueblo Colorado 2011,precipitation,"The amount of precipitation to fall during that minute, measured in mm"
Weather Station in Pueblo Colorado 2011,precipitationaccumulated,"The amount of precipitation to fall during that day up to that minute, measured in mm"
Weather Station in Pueblo Colorado 2011,airmass,The airmass (pressure corrected) calculated
Rents by Size of Building in Colorado 2016,region,Region the data was collected
Rents by Size of Building in Colorado 2016,subregion,Sub region the data was collected
Rents by Size of Building in Colorado 2016,buildingsize,Size of building by number of units per building
Rents by Size of Building in Colorado 2016,quarter,Quarter data was recorded
Rents by Size of Building in Colorado 2016,year,Year data was recorded
Rents by Size of Building in Colorado 2016,averagerent,Average rent for region/subregion by quarter
Road Attributes in Colorado,fips,"A Domained Value Element (FIPS) Federal Information Processing Standard used to identify uniquely identify citys and counties equivalents in the United States, certain U.S. possessions, and certain freely associated states. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/FIPS"
Road Attributes in Colorado,route,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/Route"
Road Attributes in Colorado,segmid,A number that describes an individual segment within a Route. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/segmID
Road Attributes in Colorado,length_,The Centerline Segment Length or Segment Distance (in Miles) to the Thousandth of a Mile. Length_ is the distance from one Road Segment to the next Road Segment. Length_ is a dimension or measurement that is carried out 3-decimal places. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/Length_
Road Attributes in Colorado,updateyr,The Last Calendar year for which the data applies. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/updateYr
Road Attributes in Colorado,fipscounty,"A Domained 3-Digit County Code (FIPS, DisplayValue) that Identifies the County in which the individual record is located. (Assigned based on Federal Information Processing Standards). http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/FIPSCounty"
Road Attributes in Colorado,funcclassid,"A Domained Value Element (funcClassID) that Indicates the functional category and usage limitations of the segment of road, as defined by FHWA, and is broken down between rural and urban areas. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/funcClassID"
Road Attributes in Colorado,govlevel,A Domained Value Element (govLevel 1-80) that Indicates the level of government responsible for the naming of the segment of the road and establish traffic controls on the segment as defined by FHWA. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/govLevel
Road Attributes in Colorado,adminclass,"A Domained Value Element (adminClass, 0-9) used to identify the Type of Administrative Class to which the roadway segment has been assigned. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/adminClass"
Road Attributes in Colorado,population,"A Domained Numeric Element (population, 1-4) established by the U.S. Bureau of Census, which categorizes a geographic area by the population count. Rural/Urban. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/population"
Road Attributes in Colorado,urban,"A Domained 5-Digit Numeric Code (urban) that Indicates if the Road Segment is within an Urban Boundary as established by the U.S. Bureau of census, which categorizes a geographic area by the population count. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/Urban"
Road Attributes in Colorado,naaqsid,A Domained Value Element (NAAQSID) used to identify whether the Road Segment is within an EPA designated nonattainment area. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/NAAQSID
Road Attributes in Colorado,nhsdesig,A Domained Value Element (NHSDesig: 0-9) used to identify whether the Road Segment is designated as being part of the National Highway System. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/NHSDesig
Road Attributes in Colorado,specialsys,A Domained Value Element (specialSys 0-2) used to code the special funding categories in which some existing and open to traffic highway segments fall. These special systems are separate and distinct from those outlined in previously defined fields. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/specialSys
Road Attributes in Colorado,access_,A Domained Value Code (access) used to identify the type of Access Control assigned to a Road Segment as defined by FHWA. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/ACCESS_
Road Attributes in Colorado,trkrestrict,A Domained Value Element (trkRestrict 0-1) used to identify a Road Segment that has been Designated as a Truck Route under Federal Regulatory Authority in 23 CFR 658. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/trkRestrict
Road Attributes in Colorado,priiri,International roughness index (IRI) correlates somewhat with human exposure to whole-body vibration in vehicles and thus to perceived ride quality reading for the surface condition in the Primary Direction of Travel. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/priIRI
Road Attributes in Colorado,priiridate,The calendar year for which the IRI applies on the Primary Direction of Travel. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/priIRIdate
Road Attributes in Colorado,pripsi,"Present Serviceability Index rating measures the longitudinal roughness, patch work, rutting and cracking within a road segment in the Primary Direction of Travel. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/priPSI"
Road Attributes in Colorado,projyr,"The Project Improvement Year is used by FHWA as part of HPMS to track the Year of Record on Reconstructed Road Segments, Re-Aligned Road Segments and the Surface Improvement Activities on Road Segments. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/projYr"
Road Attributes in Colorado,builtyr,The Year of Original Roadway Construction or the Year of the Last Major Change in Roadway Re-Construction. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/builtYr
Road Attributes in Colorado,inspyr,A 4-Digit Number that Represents the Last recorded Year that that a CDOT field Inspection was Done. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/inspYR
Road Attributes in Colorado,pritreatmentdepth,Thickness of the most recent pavement overlay to the nearest .0.5 inch
Road Attributes in Colorado,prisurf,A Domained Value Code (SurfaceType) an indicator of the type of material used in the construction of the roadway driving surface as defined by FWHA. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/priSurf
Road Attributes in Colorado,prisurfwd,"Total width of the driving surface, in whole feet, for the primary direction of traffic. (Legacy Attribution). http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/priSurfWd"
Road Attributes in Colorado,thrulnqty,"The prevailing number of lanes carrying through traffic in both directions of Traffic, excluding, parking, turning, auxiliary, climbing, acceleration or deceleration lanes. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/thruLnQty"
Road Attributes in Colorado,prithrulnwd,"The predominate width of the lane carrying through traffic in both directions of Traffic, excluding, parking, turning, auxiliary, climbing, acceleration or deceleration lanes."
Road Attributes in Colorado,operation,"A Domained Value Element (operation) that Identifies a Roadway as a One-Way or Two-Way Operation, Bridge, Tunnel or Causeway. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/Operation"
Road Attributes in Colorado,rrxid,An identifier assigned to the railroad crossing by the Federal Rail Administration to identify the crossing. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/rrxID
Road Attributes in Colorado,strid,"A Unique Structure Identification Code that is Associated to an Interchange, an Intersection, Roadway Crossing, Anchor or Node. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/strID"
Road Attributes in Colorado,region,A Domained Value Element (Region: 1-6) used to identify the Engineering Region number in which the Road Segment is located. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/Region
Road Attributes in Colorado,tprid,The Transportation Planning District (1-15) in which the individual record is located. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/TPRID
Road Attributes in Colorado,terrain,A Domained Value Element (terrain 0-3) used to identify the Predominant type of terrain through which the road segment passes as specified by AASHTO. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/terrain
Road Attributes in Colorado,forestroute,A numbering system established by the U.S. Forest Service to identify national Forest access roads. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/forestRoute
Road Attributes in Colorado,routesign,"A Domained Value Element (routeSign) that Indicates a type of Interstate, State or U.S. Highway or Business Route relative to the manner in which it is signed. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/routeSign"
Road Attributes in Colorado,routesignqual,"A Domained Value Element (routeSignQual) that indicates if the particular segment of road is designated as being a Business Route, Bypass, Alternate Route, Loop, Spur etc. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/routeSignQual"
Road Attributes in Colorado,jursplit,Denotes a Road Segment with a shared Maintenance Agreement. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/jurSplit
Road Attributes in Colorado,routename,The complete locally designated name of the roadway segment. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/routeName
Road Attributes in Colorado,fromfeature,A referenced beginning point of a road segment. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/fromFeature
Road Attributes in Colorado,tofeature,The ending intersecting road of the street segment. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/toFeature
Road Attributes in Colorado,segmdir,"A General Running Direction of the Road segment heading to North, NorthEast, NorthWest, South, SouthEast, SouthWest, East or West. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/SEGMDIR"
Road Attributes in Colorado,segmprefix,"One of four directional road name prefixes: East, West, South, North. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/SEGMPREFIX"
Road Attributes in Colorado,gisid,"A Unique but flexible Feature Identifier generated by Concatenating ([FIPS], [Route] and [SegmID]) used as foreign key by ArcMap. (Yearly Derived). http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/GISID"
Road Attributes in Colorado,countstationid,A 6-Digit Numeric Designation or Identification Number that Represents the Location where Independent Traffic Volume Groups and Data Collection Efforts are being performed on a Road Segment. http://dtdapps.coloradodot.info/otis/catalog/CiCoOff/countStationID
Road Attributes in Colorado,guid,A 36 character string that uniquely identifies a feature or table row within a geodatabase and across geodatabases.
Road Attributes in Colorado,lrsroute,A Unique Route Identification Code used in the run-length based LRS that is submitted to HPMS
Road Attributes in Colorado,frommeas,A Linear Reference Number or Address Key (to the Thousandth of a Mile) Representing the Starting Point of a roadway
Road Attributes in Colorado,tomeas,A Linear Reference Number or Address Key (to the Thousandth of a Mile) Representing the Ending Point of a roadway Segment. Based on a validated run-length measure of a segment along a Route.
Road Attributes in Colorado,priyrrehab,Year roadway segment was rehabilitated with pavement overlay
Road Attributes in Colorado,isdivided,Is the roadway segment predominately divided by a positive median. For future collection]
Road Attributes in Colorado,fundid,"unknown, local or NonQual. Funding source: Local, Federal, or non-qualifying."
Weather in Golden Colorado 2005,date,
Weather in Golden Colorado 2005,globalpsp,
Weather in Golden Colorado 2005,directnip,
Weather in Golden Colorado 2005,globablpsp40south,
Weather in Golden Colorado 2005,globalli20040south,
Weather in Golden Colorado 2005,globalpsp90east,
Weather in Golden Colorado 2005,globalpsp90south,
Weather in Golden Colorado 2005,globalpsp90west,
Weather in Golden Colorado 2005,globalpsp90north,
Weather in Golden Colorado 2005,stationpressure,
Weather in Golden Colorado 2005,towertemp,
Weather in Golden Colorado 2005,directniprg780,
Weather in Golden Colorado 2005,zenithangle,
Weather in Golden Colorado 2005,globalpspvent,
Weather in Golden Colorado 2005,globalpsprg780,
Weather in Golden Colorado 2005,globaltuvr,
Weather in Golden Colorado 2005,global501a,
Weather in Golden Colorado 2005,globalms210w,
Weather in Golden Colorado 2005,globalcuva1,
Weather in Golden Colorado 2005,globalcuvb1,
Weather in Golden Colorado 2005,globaluvb1,
Weather in Golden Colorado 2005,directtuvr,
Weather in Golden Colorado 2005,directcuva2,
Weather in Golden Colorado 2005,directcuvb2,
Weather in Golden Colorado 2005,photometertwc500,
Weather in Golden Colorado 2005,globalnormalcm21,
Weather in Golden Colorado 2005,decktemp,
Weather in Golden Colorado 2005,deckrelhumidity,
Weather in Golden Colorado 2005,towerrelhumidity,
Weather in Golden Colorado 2005,avgwindspeed10ft,
Weather in Golden Colorado 2005,peakwindspeed10ft,
Weather in Golden Colorado 2005,avgwindspeed22ft,
Weather in Golden Colorado 2005,avgwinddirection22ft,
Weather in Golden Colorado 2005,peakwindspeed22ft,
Weather in Golden Colorado 2005,avgwindspeed42ft,
Weather in Golden Colorado 2005,avgwinddirection42ft,
Weather in Golden Colorado 2005,peakwindspeed42ft,
Weather in Golden Colorado 2005,precipitation,
Weather in Golden Colorado 2005,globaltsp1,
Weather in Golden Colorado 2005,globalcm6b,
Weather in Golden Colorado 2005,globalsplite,
Weather in Golden Colorado 2005,globalquantumli190,
Weather in Golden Colorado 2005,globaluvsat,
Weather in Golden Colorado 2005,globaluvsbt,
Weather in Golden Colorado 2005,globalli200,
Weather in Golden Colorado 2005,directch1,
Weather in Golden Colorado 2005,diffusepspcorr,
Weather in Golden Colorado 2005,diffusepspvent,
Weather in Golden Colorado 2005,diffuse848vent,
Weather in Golden Colorado 2005,diffusecm22vent,
Weather in Golden Colorado 2005,upwellingshortwavepsp,
Weather in Golden Colorado 2005,downwellingirpirvent,
Weather in Golden Colorado 2005,downwellingircg4vent,
Weather in Golden Colorado 2005,upwellingirpir,
Weather in Golden Colorado 2005,towerwindchill,
Weather in Golden Colorado 2005,verticalwindshear,
Weather in Golden Colorado 2005,sealevelpressure,
Weather in Golden Colorado 2005,precipitationaccumulated,
Weather in Golden Colorado 2005,globalcm3,
Weather in Golden Colorado 2005,upwellingshortwavecm3,
Weather in Golden Colorado 2005,downwellingircg3,
Weather in Golden Colorado 2005,upweallingircg3,
Weather in Golden Colorado 2005,atmosnetinfrared,
Weather in Golden Colorado 2005,broadbandturbidity,
Weather in Golden Colorado 2005,netradiationeppley,
Weather in Golden Colorado 2005,netradiationcnr1,
Weather in Golden Colorado 2005,albedo,
Weather in Golden Colorado 2005,azimuthangle,
Weather in Golden Colorado 2005,airmass,
Weather in Golden Colorado 2005,atmosnetinfraredpir,
Weather in Golden Colorado 2005,globaltsp700vent,
Weather in Golden Colorado 2005,deckdrybulbtemp,
Weather in Golden Colorado 2005,towerdrybulbtemp,
Weather in Golden Colorado 2005,upwellingshortwaveli200,
Weather in Golden Colorado 2005,upwellingquantumli190,
Weather in Golden Colorado 2005,global90northli200,
Weather in Golden Colorado 2005,global90southli200,
Weather in Golden Colorado 2005,global90westli200,
Weather in Golden Colorado 2005,deltat,
Weather in Golden Colorado 2005,albedopsp,
Weather in Golden Colorado 2005,albedoli200,
Weather in Golden Colorado 2005,albedoquantumli190,
Weather in Golden Colorado 2005,towerdewpoint,
Weather in Golden Colorado 2005,totalcloudcover,
Weather in Golden Colorado 2005,opaquecloudcover,
Weather in Golden Colorado 2005,towerwetbulbtemp,
Use Tax Rates for Districts in Colorado,taxtype,Type of tax collected. Abbreviation of taxName field
Use Tax Rates for Districts in Colorado,taxname,Full name of tax type collected
Use Tax Rates for Districts in Colorado,location,Location of tax by county or district
Use Tax Rates for Districts in Colorado,boundary,Limit of tax collection area
Use Tax Rates for Districts in Colorado,taxrate,Tax rate for location
Use Tax Rates for Districts in Colorado,taxrateverbatim,Tax rate for location exactly as listed on source
Use Tax Rates for Districts in Colorado,servicefee,Service fee for location
Use Tax Rates for Districts in Colorado,servicefeeverbatim,Service fee for location as listed on source
Use Tax Rates for Districts in Colorado,appliesto,Sector tax is applied to
Use Tax Rates for Districts in Colorado,exemptions,"Exemption code (A-Food for home consumption. B-Machinery and machine tools (as defined on form DR 1191) C-Gas, electricity, etc. for residential use. D-Occasional sales by charitable organizations. E-Farm equipment. F-Pesticides. Effective July 1, 2012 sales of pesticides are considered wholesale sales and are not subject to state or state collected local sales or use taxes. These sales will be reported on the DR 0100 Deductions and Exemptions Schedule Line 2b (8). G-Food sold through vending machines. H-Low-emitting vehicles (over 10,000 lbs.). K-Renewable energy components. L-Beetle wood products. M-School-related sales. N-Biogas production system components. O-Property used in space flight. P-Machinery or machine tools equipment used for processing. Q-Sales on retail marijuana and retail marijuana products"
Use Tax Rates for Districts in Colorado,usetaxrate,Use tax rate for county
Use Tax Rates for Districts in Colorado,usetaxrateverbatim,Use tax rate for county exactly how it is listed in source report
Metro Districts in Colorado,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.
Metro Districts in Colorado,lgname,Name of metro district
Metro Districts in Colorado,source,Original source where boundary data was collected
Metro Districts in Colorado,lgid,DOLA generated uninque identifier for a metro district
Metro Districts in Colorado,lgtypeid,DOLA generated type code. 6 = Metro District
Metro Districts in Colorado,lgstatusid,"DOLA generated status ID code. 1	= Active, 2= Consolidated, 3 = Dissolved, 4 = Multi-county, 5 = Single-county, 6 = Pending Formation, 7 = Pending Dissolution"
Metro Districts in Colorado,abbrev_nam,Abbreviated name of metro district
Metro Districts in Colorado,mail_addre,Mailing address for metro district
Metro Districts in Colorado,alt_addres,Alternate address for metro district
Metro Districts in Colorado,mail_city,City of metro district
Metro Districts in Colorado,mail_state,State of metro district
Metro Districts in Colorado,mail_zip,Zipcode of metro district
Metro Districts in Colorado,url,Website address for metro district
Metro Districts in Colorado,prev_name,Previous name of metro district if it was renamed
Wind Turbines in Colorado 2013,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.
Wind Turbines in Colorado 2013,unique_id,"Unique, stable object number for cross-reference"
Wind Turbines in Colorado 2013,site_name,Name of wind energy generation facility
Wind Turbines in Colorado 2013,on_year,Online year
Wind Turbines in Colorado 2013,manufac,Name of the turbine manufacturer for each turbine point
Wind Turbines in Colorado 2013,model,"Manufacturer's model name of each turbine, for example 1.5SLE, V100_1.8, Z50, etc., as collected from publications, may vary based on source"
Wind Turbines in Colorado 2013,type_tower,Tower feature as visually verified; structural characteristics of the tower
Wind Turbines in Colorado 2013,mw_turbine,Power generation capacity of each individual turbine in Megawatts based on industry turbine technical model specifications or other sources (press releases or permitting agencies)
Wind Turbines in Colorado 2013,total_ht,"Height of entire wind turbine from ground to tip of a vertically extended blade above the tower, including hub (if available), based on industry technical specifications, in meters"
Wind Turbines in Colorado 2013,tower_h,"Height of the tower only, based on industry technical specifications of the turbine model"
Wind Turbines in Colorado 2013,blade_l,Length of the blade from industry specifications when provided or one half of the diameter when unprovided
Wind Turbines in Colorado 2013,rotor_dia,"Rotor diameter, based on industry technical specifications of the turbine model"
Wind Turbines in Colorado 2013,rotor_s_a,"Rotor swept area in square meters: Pi*r squared, calculated as 3.14159 (([rotor_dia] /2)*([rotor_dia] /2))"
Wind Turbines in Colorado 2013,lat_dd,"The current latitude of the turbine point, in decimal degrees calculated in Arc Map"
Wind Turbines in Colorado 2013,long_dd,"The current longitude of the turbine point, in decimal degrees calculated in Arc Map"
Wind Turbines in Colorado 2013,state,"State in which the turbine is located, 2 letter standard state postal abbreviation"
Wind Turbines in Colorado 2013,county,"County where the turbine is located, no abbreviations"
Wind Turbines in Colorado 2013,conf_attr,"Confidence in turbine attributes; Facility names (site_name) were used in a web search of industry publications and press releases to identify manufacturer, model, and technical specifications of turbines for attributing. Please note that turbines were not field verified."
Wind Turbines in Colorado 2013,conf_loc,"Confidence in turbine location; Turbine points from FAA were visually verified using aerial imagery.  In some cases, the imagery was taken prior to final turbine installation, so the analyst only saw the turbine pad or tower.  In other cases, imagery was not yet available for new facilities and we used the FAA turbine locations with no visual validation."
Wind Turbines in Colorado 2013,wendi_name,Facility name based on WENDI (Wind Energy Data and Information) data
Wind Turbines in Colorado 2013,eia_name,Facility name based on EIA (Energy Information Administration) data; wind facility data was parsed from the database in Sept 2012
Wind Turbines in Colorado 2013,faa_jdate,"FAA Julian date, date of notification/permit, USGS removed any alpha characters"
Wind Turbines in Colorado 2013,faa_agl,"FAA height of turbine tower and extent of rotor, from FAA DOF, AGL = Above Ground Level elevation; provided from FAA in feet, USGS converted to meters by dividing the feet by 3.28"
Wind Turbines in Colorado 2013,faa_ors,"FAA unique identifier for each turbine from FAA Digital Obstacle Files (FAA/DOF); identifier with the first two digits indicating a state, a dash, and sequential numbers; 'unknown' records are not part of the FAA/DOF; 'unknown' records are USGS turbine add-in features"
Wind Turbines in Colorado 2013,image_name,Source of temporal imagery used for visual analysis
Wind Turbines in Colorado 2013,image_year,"Image year (if available) used to positionally verify turbines; year of National Aerial Imagery Program (NAIP) ortho images (http://datagateway.nrcs.usda.gov/), DigitalGlobe current imagery available from (https://EVWHS.digitalglobe.com, or other source of imagery used in analysis"
Noxious Weeds in Colorado 2014,collector,Name of the Collector
Noxious Weeds in Colorado 2014,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.
Noxious Weeds in Colorado 2014,date,"The date and time of collection of data, of the form: mm/dd/YYYY HH:MM:SS AM TIMEZONE (eg 07/29/2013 01:00:00 AM -0600)"
Noxious Weeds in Colorado 2014,route,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West."
Noxious Weeds in Colorado 2014,row_width,"The width of the row of noxious weeds (from 0-550) [need clarification, units?]"
Noxious Weeds in Colorado 2014,primary_wd,"Name of the primary weed of the row [need clarification, common name?]"
Noxious Weeds in Colorado 2014,pw_cover,The percentage range of the primary weed coverage (eg 20-40%)
Noxious Weeds in Colorado 2014,pw_contain,"[need clarification, no or yes]"
Noxious Weeds in Colorado 2014,second_wd,"Name of the secondary weed of the row [need clarification, common name?]"
Noxious Weeds in Colorado 2014,sw_cover,The percentage range of the secondary weed coverage (eg 20%)
Noxious Weeds in Colorado 2014,sw_contain,"[need clarification, no or yes]"
Noxious Weeds in Colorado 2014,comments,Comments about the record (eg not here)
Noxious Weeds in Colorado 2014,buff_dist,[need clarification] (from 0.5 to 200)
Noxious Weeds in Colorado 2014,datafile,The filename of the Trimble GPS file for each record
Noxious Weeds in Colorado 2014,zone_,"[need clarification, zone 1 (0-30’), zone 2 (>30’), zones 1 & 2]"
Noxious Weeds in Colorado 2014,road_type,"[need clarification, 01 or 02]"
Noxious Weeds in Colorado 2014,weedlistca,"[need clarification, null or C]"
Noxious Weeds in Colorado 2014,shape_stle,"Note: Auto-generated field, units unknown, user should produce area and length measurements as opposed to relying on this field as a source"
Noxious Weeds in Colorado 2014,avg_horz_p,"{no longer supported} [need clarification, 0-45.3]"
Noxious Weeds in Colorado 2014,gps_date,"{no longer supported} Date on the GPS, YYYY-mm-dd (eg 2010-09-30)"
Noxious Weeds in Colorado 2014,gps_length,"{no longer supported} Length of the noxious weed segment [need clarification, units?]"
Noxious Weeds in Colorado 2014,gps_time,"{no longer supported} Time on the GPS, HH:MM:SSam (eg 08:46:20am)"
Noxious Weeds in Colorado 2014,patrol,"{no longer supported} [need clarification, 0-99]"
Noxious Weeds in Colorado 2014,rcvr_type,{no longer supported} [need clarification]
Noxious Weeds in Colorado 2014,section_,"{no longer supported} [need clarification, 1-8]"
Noxious Weeds in Colorado 2014,sprayequip,{no longer supported} Type of equipment used to spray the weeds
Rain Hail and Snow in Colorado 2015,id,Unique id associated with data collection
Rain Hail and Snow in Colorado 2015,st_num,Station number associated with station name
Rain Hail and Snow in Colorado 2015,st_name,Station name where data waws collected
Rain Hail and Snow in Colorado 2015,obs_date,"Month, day, and year data collection was recorded"
Rain Hail and Snow in Colorado 2015,obs_time,Time data collection was recorded
Rain Hail and Snow in Colorado 2015,obs_datetime,Concatenation of obs_date and obs_time
Rain Hail and Snow in Colorado 2015,prcp,Total precipitation in inches
Rain Hail and Snow in Colorado 2015,snowfall,Total snowfall in inches
Rain Hail and Snow in Colorado 2015,snowfallswe,New snow water equivalent
Rain Hail and Snow in Colorado 2015,snowdepth,Depth of snow at time of precipitation
Rain Hail and Snow in Colorado 2015,snowdepthswe,Depth of snow in snow water equivalent at time of precipitation
Rain Hail and Snow in Colorado 2015,lat,Latitude of station
Rain Hail and Snow in Colorado 2015,lng,Longitude of station
Rain Hail and Snow in Colorado 2015,location,Geocoded location of station
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",entityid,Entity Id
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",fein,Federal Employer Identification Number
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",name,"Charitable Organization, Paid Solicitor or Professional Fundraising Consultant name"
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",title,Title of officer or other key person
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",businessname,Business name if organization and not individual
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",firstname,First name of officer
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",middlename,Middle name of officer
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",lastname,Last name of officer
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",principaladdress,Principal address
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",principalcity,Principal city
